,NPM,Judul,Abstrak,Prodi,Label,judul_tokens,abstrak_tokens
349,100411100065,rancang bangun play with cal sebagai game edukasi bahasa inggris dan matematika pada anak,pada era teknologi yang modern game tidak hanya sekedar dibuat untuk bermain saja tetapi juga digunakan sebagai media pembelajaran game sebenarnya penting untuk perkembangan otak untuk meningkatkan konsentrasi dan melatih untuk memecahkan masalah dengan tepat dan cepat karena dalam game terdapat berbagai konflik atau masalah yang menuntut kita untuk menyelesaikannya dengan cepat dan tepat penelitian tugas akhir ini adalah membuat sebuah game yang menyajikan pembelajaran bahasa inggris dan matematika yang sengaja dikemas dalam bentuk permai supaya dapat meningkatkan minat belajar anak sasaran pengguna game ini adalah anak kelas ii dan iii sekolah dasar game ini memiliki pilihan permai yaitu edukasi bahasa inggris dan edukasi matematika edukasi bahasa inggris bertujuan untuk melengkapi sebuah kata sedangkan edukasi matematika bertujuan melengkapi sebuah operasi aritmatika sederhana game ini dibuat dengan tampilan dan gameplay yang menarik sehingga dapat membuat anak anak lebih tertarik dan lebih mudah belajar bahasa inggris dan matematika,Teknik Informatika,komputasi,"['rancang', 'bangun', 'play', 'cal', 'game', 'edukasi', 'bahasa', 'inggris', 'matematika', 'anak']",era teknologi modern game dar main media ajar game kembang otak tingkat konsentrasi latih pecah cepat game konflik tuntut selesai cepat teliti tugas game saji ajar bahasa inggris matematika sengaja kemas bentuk permai tingkat minat ajar anak sasar guna game anak kelas ii iii sekolah dasar game milik pilih permai edukasi bahasa inggris edukasi matematika edukasi bahasa inggris tuju lengkap edukasi matematika tuju lengkap operasi aritmatika sederhana game tampil gameplay tarik anak anak tarik mudah ajar bahasa inggris matematika
350,100411100076,sistem informasi evaluasi penilaian laya program studi studi kasus teknik informatika universitas trunojoyo madura,dalam peningkatan mutu akademik maupun non akademik mahasiswa teknik informatika universitas trunojoyo madura utm diperlukan adanya evaluasi penilaian laya program studi yang meliputi beberapa aspek seperti pengembangan bakat minat bimbingan dan konseling serta pembinaan soft skill saat ini penilaian dilakukan dengan menggunakan lembaran kertas yang sangat rentan terjadinya duplikasi data serta beresiko besar mengalami kerusakan atau kehilangan karena tidak adanya pengawasan selain itu jumlah data yang masuk dan harus dihitung mencapai tiga ribu data setiap semester dari data sebanyak itu tim jami mutu diharuskan memberikan evaluasi yang cepat dan tepat penelitian ini menempatkan key performance indicator sebagai nilai pembanding bagi keseluruhan nilai dari setiap aspek laya yang telah dihitung dengan metode cumulative voting sementara untuk penilaian angka kepuasan mahasiswa penilaian dihitung menggunakan metode smarter yang memperhatikan setiap kriteria penilaian dan memberikan pembobotan di setiap aspek maupun jenis laya program studi teknik informatika utm berdasarkan hasil ujicoba yang diterapkan sistem ini dinilai mampu memberikan kemudahan penilaian serta mengetahui hasil laya dengan presentase yang masuk kedalam kategori memuaskan kata kunci sistem informasi si laya prodi smarter teknik informatika utm cumulative voting key performance indicator kpi,Teknik Informatika,RPL,"['sistem', 'informasi', 'evaluasi', 'penilaian', 'laya', 'program', 'studi', 'studi', 'teknik', 'informatika', 'universitas', 'trunojoyo', 'madura']",tingkat mutu akademik non akademik mahasiswa teknik informatika universitas trunojoyo madura utm evaluasi nilai laya program studi liput aspek kembang bakat minat bimbing konseling bina soft skill nilai lembar kertas rentan duplikasi data resiko alami rusa hilang awas data masuk hitung capai ribu data semester data tim jam mutu harus evaluasi cepat teliti tempat key performance indicator nilai banding nilai aspek laya hitung metode cumulative voting nilai angka puas mahasiswa nilai hitung metode smarter perhati kriteria nilai bobot aspek jenis laya program studi teknik informatika utm dasar hasil ujicoba terap sistem nilai mudah nilai hasil laya presentase masuk dalam kategori muas kunci sistem informasi si laya prodi smarter teknik informatika utm cumulative voting key performance indicator kpi
351,80411100026,penerapan metode collaborative filtering untuk menentukan keterkaitan topik tugas akhir,seiring dengan perkembangan teknologi informasi banyak aktifitas manusia yang dapat dipermudah dan dikomputerisasi dalam tugas akhir ini memberikan alternatif untuk mempermudah mendapatkan rekomendasi topik tugas akhir ketika user mengakses sebuah topik tugas akhir maka output yang diperlukan tidak hanya menampilkan satu dokumen saja melainkan dokumen dokumen terkait dengan topik itu hendaknya juga ditampilkan sehingga hal ini dapat mempermudah terhadap user yang melakukan pencarian refrensi topik tugas akhir collaborative filtering merupakan salah satu metode yang saya pakai untuk mendapatkan rekomendasi itu data yang dipakai menggunakan pilihan topik secara personal sehingga didapatkan rekomendasi topik tugas akhir yang berbeda beda untuk setiap user collaborative filtering sebuah metode yang menganalisa teks yang biasa diakses oleh orang lain sebelum metode collaborative filtering diterapkan sebelumnya dilakukan proses pencarian biasa vsm vektor space model besarnya jumlah kesamaan kata yang dimiliki oleh setiap dokumen terhadap data baru ditambah dengan besar kecilnya nilai perkalian bobot kata antara dokumen baru dengan dokumen representasi serta besar kecilnya perkalian nilai vector antara dokumen baru dan dokumen representasi sangat mempengaruhi kedalam kategori mana suatu dokumen tugas akhir akan ditempatkan kata kunci collaborative filtering vector space model vsm,Teknik Informatika,komputasi,"['penerapan', 'metode', 'collaborative', 'filtering', 'menentukan', 'keterkaitan', 'topik', 'tugas']",iring kembang teknologi informasi aktifitas manusia mudah komputerisasi tugas alternatif mudah rekomendasi topik tugas user akses topik tugas output tampil dokumen dokumen dokumen kait topik tampil mudah user cari refrensi topik tugas collaborative filtering salah metode pakai rekomendasi data pakai pilih topik personal dapat rekomendasi topik tugas beda beda user collaborative filtering metode menganalisa teks akses orang metode collaborative filtering terap proses cari vsm vektor space model besar sama milik dokumen data tambah kecil nilai kali bobot dokumen dokumen representasi kecil kali nilai vector dokumen dokumen representasi pengaruh dalam kategori dokumen tugas tempat kunci collaborative filtering vector space model vsm
352,110411100021,sistem pendukung keputusan penentuan pemberian reward berdasarkan hasil kinerja pegawai menggunakan metode fuzzy analytic hierarchy process f ahp studi kasus pada pdam bojonegoro,sumber daya manusia sdm merupakan salah satu faktor yang diperhitungkan dalam perusahaan penilaian kinerja bertujuan untuk memotivasi kinerja individu reward merupakan bentuk penghargaan atau apresiasi kepada suatu prestasi tertentu yang diberikan yang bertujuan untuk menarik dan mempertahankan sdm untuk mencapai sasaran yang telah didtetapkan oleh perusahaan pada tugas akhir ini mencari alternatif terbaik berdasarkan kriteria kriteria yang telah ditentukan menggunakan pendekatan metode fuzzy analytic hierarchy process proses perhitungan pada fahp dalam menentukan penerima reward terdapat dua kriteria yaitu sasaran kerja pegawai dan perilaku kerja pegawai hasil pembobotan dari metode fahp dapat mendukung keputusan penentuan penerima reward pada pdam bojonegoro dengan penelitian ini diharapkan mampu mendorong perusahaan untuk memperhatikan kualitas sdm diperusahaan salah satunya dengan memberikan reward pada pegawai yang berprestasi hasil dari penelitian tugas akhir ini berdasarkan analisis gap perbedaan cara penilaian kinerja pada kriteria perilaku kerja pada pdam bojonegoro dengan sistem menghasilkan nilai gap yaitu maka adanya nilai gap atau besar kecilnya nilai gap yang dihasilkan dari perbandingan cara penilaian kinerja antara pdam dengan sistem dapat mempengaruhi hasil penerima reward,Teknik Informatika,komputasi,"['sistem', 'pendukung', 'keputusan', 'penentuan', 'pemberian', 'reward', 'berdasarkan', 'hasil', 'kinerja', 'pegawai', 'metode', 'fuzzy', 'analytic', 'hierarchy', 'process', 'f', 'ahp', 'studi', 'pdam', 'bojonegoro']",sumber daya manusia sdm salah faktor hitung usaha nilai kerja tuju motivasi kerja individu reward bentuk harga apresiasi prestasi tuju tarik tahan sdm capai sasar didtetapkan usaha tugas cari alternatif baik dasar kriteria kriteria tentu dekat metode fuzzy analytic hierarchy process proses hitung fahp tentu terima reward kriteria sasar kerja pegawai perilaku kerja pegawai hasil bobot metode fahp dukung putus tentu terima reward pdam bojonegoro teliti harap dorong usaha perhati kualitas sdm usaha salah satu reward pegawai prestasi hasil teliti tugas dasar analisis gap beda nilai kerja kriteria perilaku kerja pdam bojonegoro sistem hasil nilai gap nilai gap kecil nilai gap hasil banding nilai kerja pdam sistem pengaruh hasil terima reward
353,100411100061,identifikasi gaya kognitif melalui pola browsing siswa dengan kuisioner berbasis mbti menggunakan metode decision tree,e learning merupakan salah satu dari perkembangan sistem teknologi informasi dalam dunia pembelajaran yang membantu dan memudahkan kegiatan belajar mengajar dalam suatu lingkungan lembaga pendidikan dimana pengguya adalah pelajar atau siswa dalam suatu pembelajaran setiap siswa memiliki gaya kognitif yang berbeda beda maka dari itu diperlukan identifikasi gaya kognitif siswa untuk dijadikan acuan metode pembelajaran yang dapat meningkatkan kinerja dan persepsi belajar siswa dalam penelitian ini identifikasi gaya kognitif siswa dilakukan melalui pengamatan pola browsingnya dengan kuisioner berbasis mbti myers briggs type indicator menggunakan metode decision tree yaitu algoritma c dari hasil uji coba yang telah dilakukan pada penelitian ini terdapat partisi pohon keputusan dimana pada tiap partisi memiliki tingkat keakurasian yang berbeda pada pohon keputusan partisi menghasilkan akurasi sebesar pohon keputusan partisi menghasilkan akurasi sebesar dan pohon keputusan partisi menghasilkan akurasi sebesar karena pohon keputusan partisi memiliki nilai akurasi tertinggi sebesar maka rule pada pohon keputusan partisi digunakan sebagai acuan untuk mengklasifikasikan gaya kognitif pada data baru kata kunci e learning gaya kognitif mbti algoritma c ,Teknik Informatika,komputasi,"['identifikasi', 'gaya', 'kognitif', 'pola', 'browsing', 'siswa', 'kuisioner', 'berbasis', 'mbti', 'metode', 'decision', 'tree']",e learning salah kembang sistem teknologi informasi dunia ajar bantu mudah giat ajar ajar lingkung lembaga didik mana pengguya ajar siswa ajar siswa milik gaya kognitif beda beda identifikasi gaya kognitif siswa jadi acu metode ajar tingkat kerja persepsi ajar siswa teliti identifikasi gaya kognitif siswa amat pola browsingnya kuisioner bas mbti myers briggs type indicator metode decision tree algoritma c hasil uji coba teliti partisi pohon putus mana partisi milik tingkat akurasi beda pohon putus partisi hasil akurasi pohon putus partisi hasil akurasi pohon putus partisi hasil akurasi pohon putus partisi milik nilai akurasi tinggi rule pohon putus partisi acu klasifikasi gaya kognitif data kunci e learning gaya kognitif mbti algoritma c
354,100411100041,perancangan dan pembuatan digital library dengan menggunakan metode k nearest neighbor knn,seiring perkembangan teknologi dan cepatnya aliran data maka kebutuhan informasi akan meningkat dan menyebabkan peningkatan jumlah dokumen digital yang sangat pesat dengan fakta tersebut maka seorang pengguna kesulitan dalam pencarian dan penemuan kembali dokumen digital untuk megani hal tersebut salah satunya dengan membangun daftar indeks dalam suatu sistem sehingga dengan dibangunya digital library diharapkan dapat membantu dan meningkatkan penyampaian informasi tentang electronic book serta memudahkan user dalam pencarian dokumen yang diinginkan information retrieval merupakan salah satu cara untuk memperoleh informasi tentang electronic book dengan melakukan penelusuran kembali atas electronic book yang tersimpan dalam database proses mengumpulkan semua informasi yang ada di dalam halaman web menggunakan web crawler web crawler akan berjalan menelusuri halaman web dan mengumpulkan dokumen dokumen kemudian melakukan proses download data yang telah dikumpulkan oleh web crawler dokumen dokumen tersebut akan diklasifikasikan menggunakan metode k nearest neighbor knn k nearest neighbor merupakan metode klasifikasi data berdasarkan voting terbanyak antara data training dan data testing dari klasifikasi tersebut didapatkan tingkat akurasi nilai k ketetanggaan k k adalah sedangkan akurasi k k antara dan dengan demikian semakin banyak nilai k maka semakin berkurang tingkat akurasi pada proses klasifikasi kata kunci digital library information retrieval web crawler k nearest neighbor,Teknik Informatika,komputasi,"['perancangan', 'pembuatan', 'digital', 'library', 'metode', 'k', 'nearest', 'neighbor', 'knn']",iring kembang teknologi cepat alir data butuh informasi tingkat sebab tingkat dokumen digital pesat fakta guna sulit cari temu dokumen digital megan salah satu bangun daftar indeks sistem dibangunya digital library harap bantu tingkat sampai informasi electronic book mudah user cari dokumen information retrieval salah oleh informasi electronic book telusur electronic book simpan database proses kumpul informasi halaman web web crawler web crawler jalan telusur halaman web kumpul dokumen dokumen proses download data kumpul web crawler dokumen dokumen klasifikasi metode k nearest neighbor knn k nearest neighbor metode klasifikasi data dasar voting data training data testing klasifikasi dapat tingkat akurasi nilai k tetangga k k akurasi k k nilai k kurang tingkat akurasi proses klasifikasi kunci digital library information retrieval web crawler k nearest neighbor
355,100411100093,rancang bangun sistem pendukung keputusan penjurusan siswa sma menggunakan metode vikor dan entropy,perkembangan teknologi pada saat ini telah dirancang untuk dapat mempermudah pekerjaan manusia sistem pendukung keputusan merupakan suatu teknologi yang dapat membantu untuk pengambilan suatu keputusan yang pada awalnya hanya dikerjakan secara manual hingga dapat diselesaikan dengan sistem yang telah terkomputerisasi penjurusan minat siswa sma merupakan salah satu permasalahan yang dapat diselesaikan dengan menggunakan sistem pendukung keputusan sistem pendukung keputusan ini menggunakan metode vikor dan entropy vikor merupakan salah satu metode pengambilan keputusan yang dapat membantu para pengambil keputusan dalam melakukan perangkingan dimana entropy sebagai pembobotan dari setiap kriteria yang bertujuan untuk memberikan objektifitas pembobotan kriteria yang telah ditetapkan oleh panitia penjurusan di sma negeri wonoayu sistem ini menggunakan kriteria yakni hasil rekomendasi tes iq nilai placement tes ipa dan nilai placement tes ips pada penelitian ini hasil rekomendasi didapatkan dengan merangking semua hasil pengolahan data nilai siswa dan membandingkan dengan minat siswa tingkat akurasi penjurusan pada sistem ini terhadap data asli penjurusan mencapai ,Teknik Informatika,komputasi,"['rancang', 'bangun', 'sistem', 'pendukung', 'keputusan', 'penjurusan', 'siswa', 'sma', 'metode', 'vikor', 'entropy']",kembang teknologi rancang mudah kerja manusia sistem dukung putus teknologi bantu ambil putus manual selesai sistem komputerisasi jurus minat siswa sma salah masalah selesai sistem dukung putus sistem dukung putus metode vikor entropy vikor salah metode ambil putus bantu ambil putus rangking mana entropy bobot kriteria tuju objektifitas bobot kriteria tetap panitia jurus sma negeri wonoayu sistem kriteria hasil rekomendasi tes iq nilai placement tes ipa nilai placement tes ips teliti hasil rekomendasi dapat rangking hasil olah data nilai siswa banding minat siswa tingkat akurasi jurus sistem data asli jurus capai
356,100411100105,rancang bangun sistem informasi manajemen arsip studi kasus smk negeri surabaya,pengelolaan surat dalam suatu organisasi memegang pera penting dalam proses administrasi dalam hal ini sistem tata persuratan menjadi salah satu faktor yang berpengaruh dalam pengelolaan surat pada smk negeri surabaya dengan adanya sistem ini dapat mengurangi penggunaan waktu yang cukup lama dalam pengarsipan surat dan disposisi mengurangi penggunaan kertas memperkecil kemungki terjadinya kesalahan dalam pencatatan mempercepat proses pencarian surat memudahkan pengontrolan surat disposisi serta mudah dalam penggunaan tujuan penelitian ini untuk membantu dan mempermudah user dalam mengelola surat membuat disposisi membuat surat tugas dan memperoleh informasi melalui sms gateway berdasarkan hasil respons tata usaha waka guru dan kepala sekolah terhadap aplikasi sistem informasi manajemen arsip menunjukan respons yang positif dengan persentase total respons tata usaha sebesar sangat baik persentase total respons waka sebesar sangat baik persentase total respons guru sebesar sangat baik dan persentase total respons kepala sekolah sebesar sangat baik,Teknik Informatika,RPL,"['rancang', 'bangun', 'sistem', 'informasi', 'manajemen', 'arsip', 'studi', 'smk', 'negeri', 'surabaya']",kelola surat organisasi pegang pera proses administrasi sistem tata surat salah faktor pengaruh kelola surat smk negeri surabaya sistem kurang guna arsip surat disposisi kurang guna kertas kecil kemungki salah catat cepat proses cari surat mudah kontrol surat disposisi mudah guna tuju teliti bantu mudah user kelola surat disposisi surat tugas oleh informasi sms gateway dasar hasil respons tata usaha waka guru kepala sekolah aplikasi sistem informasi manajemen arsip tunjuk respons positif persentase total respons tata usaha persentase total respons waka persentase total respons guru persentase total respons kepala sekolah
357,100411100033,sistem informasi akademik sekolah berbasis web framework laravel,sistem informasi akademik adalah sistem komputerisasi atau teknik pemanfaatan komputer sebagai alat bantu proses yang dirancang dan dibuat untuk mengolah data data yang berhubungan dengan informasi akademik dalam perkembangannya kebutuhan akademik menjadi lebih kompleks yang dapat mempersulit dalam penyimpa data dan memperlambat dalam penyampaian informasi sma negeri lamongan adalah sekolah yang sedang mengembangkan teknologi komputer dalam berbagai aspek aspek kegiatan belajar dan mengajar dalam mengolah data dan penyampaian informasi akademik sma negeri lamongan masih menggunakan aplikasi sederhana yang mempunyai kelemahan dalam proses penyampaian informasi akademik tujuan penelitian ini untuk membangun sistem informasi akademik sekolah yang dapat diakses secara online dan menggunakan sms gateway pengembangan sistem ini menggunakan bahasa pemrograman php dengan web framework laravel menggunakan mysql sebagai database dan menggunakan gammu sebagai sms gateway berdasarkan hasil respon petugas kepala sekolah guru waka kurikulum dan siswa terhadap sistem informasi akademik sekolah berbasis web framework laravel menunjukan respon yang positif dengan persentase total respon petugas sebesar sangat baik persentase total respon kepala sekolah sebesar sangat baik persentase total respon guru sebesar sangat baik persentase total respon waka kurikulum sebesar sangat baik dan persentase total respon siswa sebesar sangat baik,Teknik Informatika,RPL,"['sistem', 'informasi', 'akademik', 'sekolah', 'berbasis', 'web', 'framework', 'laravel']",sistem informasi akademik sistem komputerisasi teknik manfaat komputer alat bantu proses rancang olah data data hubung informasi akademik kembang butuh akademik kompleks sulit penyimpa data lambat sampai informasi sma negeri lamongan sekolah kembang teknologi komputer aspek aspek giat ajar ajar olah data sampai informasi akademik sma negeri lamongan aplikasi sederhana lemah proses sampai informasi akademik tuju teliti bangun sistem informasi akademik sekolah akses online sms gateway kembang sistem bahasa pemrograman php web framework laravel mysql database gam sms gateway dasar hasil respon tugas kepala sekolah guru waka kurikulum siswa sistem informasi akademik sekolah bas web framework laravel tunjuk respon positif persentase total respon tugas persentase total respon kepala sekolah persentase total respon guru persentase total respon waka kurikulum persentase total respon siswa
358,80411100092,sistem informasi manajemen keuangan berbasis web di sekolah tinggi ilmu administrasi dan manajemen kepelabuha stiamak barunawati surabaya,dalam mengelola data keuangan sekolah tinggi ilmu administrasi dan manajemen kepelabuha stiamak barunawati surabaya masih menggunakan cara manual dalam mengolah data keuangannya yaitu dengan mencatatkan pada sebuah buku besar dan hanya dibantu aplikasi ms excel petugas yang berweg juga harus menuliskan ke dalam buku transaksi pembayaran serta bukti pembayaran berupa kuitansi yang ditulis secara manual sering pula terjadi kehilangan data keuangan sehingga menimbulkan kesalahan pada proses pembuatan laporan karena pencatatan yang dilakukan secara manual pembuatan sistem informasi manajemen keuangan ini bertujuan mempermudah pihak yang berweg dalam hal ini bendahara untuk mengolah seluruh kegiatan yang berhubungan dengan transaksi keuangan antara lain pembayaran spp uang gedung pembayaran tugas akhir dan kkn penggajian pengelolaan kas kecil dan laporan pemasukan dan pengeluaran sistem informasi manajemen keuangan ini juga dapat melakukan pencetakan kuitansi dan membantu bendahara dalam menyusun laporan harian maupun bula kata kunci sistem informasi manajemen sekolah tinggi ilmu administrasi dan kepelabuha stiamak barunawati surabaya,Teknik Informatika,RPL,"['sistem', 'informasi', 'manajemen', 'keuangan', 'berbasis', 'web', 'sekolah', 'ilmu', 'administrasi', 'manajemen', 'kepelabuha', 'stiamak', 'barunawati', 'surabaya']",kelola data uang sekolah ilmu administrasi manajemen kepelabuha stiamak barunawati surabaya manual olah data uang catat buku bantu aplikasi ms excel tugas berweg tulis buku transaksi bayar bukti bayar kuitansi tulis manual hilang data uang timbul salah proses buat lapor catat manual buat sistem informasi manajemen uang tuju mudah berweg bendahara olah giat hubung transaksi uang bayar spp uang gedung bayar tugas kkn gaji kelola kas lapor pasu keluar sistem informasi manajemen uang cetak kuitansi bantu bendahara susun lapor hari bula kunci sistem informasi manajemen sekolah ilmu administrasi kepelabuha stiamak barunawati surabaya
360,80411100132,sistem informasi pendataan alumni berbasis web pada sekolah studi kasus smkn sampang,sekolah menengah kejurusan smkn adalah salah satu sekolah negeri yang ada di sampang program studi yang ada di smkn meliputi program studi teknik gambar bangu teknik elektronika industri teknik komputer jaringan multimedia farmasi akuntansi dan pemasaran tujuan di buat sistem informasi ini adalah untuk menyajikan informasi yang bermanfaat bagi kepentingan evaluasi hasil pendidikan tinggi dan selanjutnya dapat digunakan untuk penyempurnaan dan penjami kualitas smkn sampang tahapan yang dilakukan dalam penelitian adalah pengumpulan data dilakukan berdasarkan peninjauan secara langsung ke sekolah smkn sampang pengembangan sistem menggunakan berbasi sweb yang dilanjutkan dengan perancangan yang meliputi perancangan proses perancangan basis data hasilnya berupa aplikasi sistem informasi alumni berbasis web pada sekolah yang dapat di implementasikan melalui internet dan php sebagai bahasa skrip scrip language dan mysql untuk pengolahan database server dan tool phpmyadminkata kunci sistem informasi alumni smkn ,Teknik Informatika,RPL,"['sistem', 'informasi', 'pendataan', 'alumni', 'berbasis', 'web', 'sekolah', 'studi', 'smkn', 'sampang']",sekolah tengah jurus smkn salah sekolah negeri sampang program studi smkn liput program studi teknik gambar bangu teknik elektronika industri teknik komputer jaring multimedia farmasi akuntansi pasar tuju sistem informasi saji informasi manfaat penting evaluasi hasil didik sempurna jam kualitas smkn sampang tahap teliti kumpul data dasar tinjau langsung sekolah smkn sampang kembang sistem bas sweb lanjut ancang liput ancang proses ancang basis data hasil aplikasi sistem informasi alumni bas web sekolah implementasi internet php bahasa skrip scrip language mysql olah database server tool phpmyadminkata kunci sistem informasi alumni smkn
361,80411100073,sistem informasi evaluasi mutu akademik dan proses pembelajaran studi kasus program studi teknik informatika universitas trunojoyo madura menggunakan metode enhanced cumulative voting,untuk meningkatkan kualitas pembelajaran pada universitas trunojoyo madura jurusan teknik informatika diperlukan adanya evaluasi pembelajaran salah satu cara adalah membuat survei peserta survei adalah mahasiswa dan hasilnya menjadi masukan tim penjamin mutu kondisi pengisian survei dan rekapitulasi hasil saat ini dilakukan dengan cara penulisan pada kertas sehingga akan dibuatkan sebuah sistem secara elektronik mulai dari pengisian hingga rekapitulasi metode yang digunakan saat ini adalah cumulative voting metode tersebut mudah dan cepat di implementasikan namun hasilnya kurang dapat diandalkan dikarenakan metode cumulative voting tidak melihat latar belakang obyek yang berkontribusi dalam mutu akademik dalam hal ini adalah mahasiswa maka dari itu dalam pembahasan ini akan menggunakan metode enhanced cumulative voting selanjutnya disingkat ecv dimana metode ini meningkatkan kualitas hasil dari cumulative voting dengan cara mengelompokan obyek mahasiswa ke dalam beberapa kriteria yakni tahun angkatan jumlah kehadiran status mata kuliah yang diambil dan lama waktu pengisian form setelah mahasiswa di kelompokan maka akan dilakukan pembobotan menggunakan metode analytical hierarchy process skala dengan menggunakan metode ecv maka hasil dari evaluasi diharapkan akan mendekati kenyataan dikarenakan melihat dari pengelompokan berdasar kriteria kata kunci ahp cumulative voting weights method of ranking,Teknik Informatika,RPL,"['sistem', 'informasi', 'evaluasi', 'mutu', 'akademik', 'proses', 'pembelajaran', 'studi', 'program', 'studi', 'teknik', 'informatika', 'universitas', 'trunojoyo', 'madura', 'metode', 'enhanced', 'cumulative', 'voting']",tingkat kualitas ajar universitas trunojoyo madura jurus teknik informatika evaluasi ajar salah survei serta survei mahasiswa hasil masuk tim jamin mutu kondisi isi survei rekapitulasi hasil tulis kertas buat sistem elektronik isi rekapitulasi metode cumulative voting metode mudah cepat implementasi hasil andal metode cumulative voting latar obyek kontribusi mutu akademik mahasiswa bahas metode enhanced cumulative voting singkat ecv mana metode tingkat kualitas hasil cumulative voting kelompok obyek mahasiswa kriteria angkat hadir status mata kuliah ambil isi form mahasiswa lompok bobot metode analytical hierarchy process skala metode ecv hasil evaluasi harap dekat nyata kelompok dasar kriteria kunci ahp cumulative voting weights method ranking
362,80411100133,rancang bangun portal berita evaluasi mutu akademik dan proses pembelajaran studi kasus program studi teknik informatika universitas trunojoyo madura,internet adalah salah satu teknologi yang berperan penting dalam berkomunikasi di zaman yang sudah modern seperti saat ini web adalah halaman informasi yang disediakan melalui jalur internet sehingga bisa diakses di seluruh dunia selama terkoneksi dengan jaringan internet portal web yaitu website yang menjadi pintu gerbang starting point bagi pengunjung untuk memulai aktifitasnya di internet portal akademik merupakan sebuah sistem informasi yang berfungsi sebagai integrator informasi akademik yang ada di berbagai unit akademik program studi fakultas sekaligus sebagai sarana komunikasi antar civitas akademika kampus sistem ini dibangun dari kondisi eksistensi informasi akademik di kampus yang sangat beragam dan bervariasi bentuknya sehingga membutuhkan sebuah â x x c portalâ x x d yang akan mengintegrasikan informasi informasi tersebut sehingga mempermudah akses publik termasuk proses evaluasi yang biasanya dilakukan oleh mahasiswa teknik informatika universitas trunojoyo yang diadakan setiap semester biasanya evaluasi ini dilakukan secara manual dengan mengisi form evaluasi berupa lembaran kertas hal tersebut dinilai kurang efektif oleh sebab itu dibuatlah rancang bangun portal yang diharapkan memudahkan mahasiswa dalam melakukan pengisian evaluasi dan informasi terkait mutu akademik dan proses pembelajaran di prodi teknik informatika universitas trunojoyo,Teknik Informatika,RPL,"['rancang', 'bangun', 'portal', 'berita', 'evaluasi', 'mutu', 'akademik', 'proses', 'pembelajaran', 'studi', 'program', 'studi', 'teknik', 'informatika', 'universitas', 'trunojoyo', 'madura']",internet salah teknologi peran komunikasi zaman modern web halaman informasi sedia jalur internet akses dunia koneksi jaring internet portal web website pintu gerbang starting point unjung aktifitasnya internet portal akademik sistem informasi fungsi integrator informasi akademik unit akademik program studi fakultas sarana komunikasi civitas akademika kampus sistem bangun kondisi eksistensi informasi akademik kampus agam variasi bentuk butuh x x c portal x x integrasi informasi informasi mudah akses publik proses evaluasi mahasiswa teknik informatika universitas trunojoyo ada semester evaluasi manual isi form evaluasi lembar kertas nilai efektif buat rancang bangun portal harap mudah mahasiswa isi evaluasi informasi kait mutu akademik proses ajar prodi teknik informatika universitas trunojoyo
363,90411100023,sistem informasi geografis sig penentuan jalur terpendek untuk menghindari daerah rawan banjir studi kasus propinsi jawa timur,pada musim hujan sering terjadi banjir pada beberapa daerah yang berada di kota surabaya sistem informasi geografis sig mampu menyajikan informasi fisik suatu daerah yang berpengaruh dalam menentukan daerah rawan banjir serta menentukan jalur terpendek yang terjadi pada wilayah jawa timur pengguna juga dapat menentukan jalur terpendek dengan menggunakan metode breadth first search bfs yang menggunakan fungsi heuristic guna mengarahkan pencarian pada peta yang direpresentasikan dalam konsep graph yang berguna untuk menghindari daerah mana yang seringkali terjadinya bencana banjir serta dapat meminimalkan kerugian serta kemacetan yang terjadi propinsi jawa timur penelitian ini dilakukan untuk pencarian rute terpendek antara perumahan sampai dengan tempat perumahan yang akan menjadi tujuan,Teknik Informatika,RPL,"['sistem', 'informasi', 'geografis', 'sig', 'penentuan', 'jalur', 'terpendek', 'menghindari', 'daerah', 'rawan', 'banjir', 'studi', 'propinsi', 'jawa', 'timur']",musim hujan banjir daerah kota surabaya sistem informasi geografis sig saji informasi fisik daerah pengaruh tentu daerah rawan banjir tentu jalur pendek wilayah jawa timur guna tentu jalur pendek metode breadth first search bfs fungsi heuristic arah cari peta representasi konsep graph guna hindar daerah seringkali bencana banjir minimal rugi macet propinsi jawa timur teliti cari rute pendek rumah rumah tuju
